HH2406T , STATEUTTARPRADESH , 512 , 649
HH2406T , DistrictBahraich , 67 , 16
HH2406T , DistrictBahraich , 75 , 14
HH2406T , DistrictShrawasti , 2 , 041
HH2406T , DistrictShrawasti , 1 , 049
HH2406T , DistrictShrawasti , 821 , 182
HH2406T , DistrictShrawasti , 171 , 31
HH2406T , DistrictShrawasti , 1 , 911
HH2406T , DistrictShrawasti , 943 , 363
HH2406T , DistrictShrawasti , 803 , 167
HH2406T , DistrictShrawasti , 165 , 25
HH2406T , DistrictShrawasti , 130 , 80
HH2406T , DistrictShrawasti , 106 , 59
HH2406T , DistrictShrawasti , 18 , 15
HH2406T , DistrictShrawasti , 6 , 6
HH2406T , DistrictBalrampur , 5 , 052
HH2406T , DistrictBalrampur , 2 , 246
HH2406T , DistrictBalrampur , 2 , 263
HH2406T , DistrictBalrampur , 543 , 107
HH2406T , DistrictBalrampur , 4 , 727
HH2406T , DistrictBalrampur , 1 , 980
HH2406T , DistrictBalrampur , 2 , 214
HH2406T , DistrictBalrampur , 533 , 100
HH2406T , DistrictBalrampur , 325 , 212
HH2406T , DistrictBalrampur , 266 , 173
HH2406T , DistrictBalrampur , 49 , 32
HH2406T , DistrictBalrampur , 10 , 7
HH2406T , DistrictGonda , 4 , 917
HH2406T , DistrictGonda , 2 , 145
HH2406T , DistrictGonda , 2 , 392
HH2406T , DistrictGonda , 380 , 81
HH2406T , DistrictGonda , 4 , 532
HH2406T , DistrictGonda , 1 , 812
HH2406T , DistrictGonda , 2 , 353
HH2406T , DistrictGonda , 367 , 79
HH2406T , DistrictGonda , 385 , 184
HH2406T , DistrictGonda , 333 , 172
HH2406T , DistrictGonda , 39 , 10
HH2406T , DistrictGonda , 13 , 2
HH2406T , DistrictSiddharthnagar , 5 , 383
HH2406T , DistrictSiddharthnagar , 2 , 071
HH2406T , DistrictSiddharthnagar , 2 , 726
HH2406T , DistrictSiddharthnagar , 586 , 97
HH2406T , DistrictSiddharthnagar , 4 , 750
HH2406T , DistrictSiddharthnagar , 1 , 696
HH2406T , DistrictSiddharthnagar , 2 , 509
HH2406T , DistrictSiddharthnagar , 545 , 93
HH2406T , DistrictSiddharthnagar , 633 , 174
HH2406T , DistrictSiddharthnagar , 375 , 118
HH2406T , DistrictSiddharthnagar , 217 , 52
HH2406T , DistrictSiddharthnagar , 41 , 4
HH2406T , DistrictBasti , 2 , 776
HH2406T , DistrictBasti , 1 , 336
HH2406T , DistrictBasti , 1 , 255
HH2406T , DistrictBasti , 185 , 34
HH2406T , DistrictBasti , 2 , 494
HH2406T , DistrictBasti , 1 , 109
HH2406T , DistrictBasti , 1 , 206
HH2406T , DistrictBasti , 179 , 33
HH2406T , DistrictBasti , 282 , 116
HH2406T , DistrictBasti , 227 , 96
HH2406T , DistrictBasti , 49 , 19
HH2406T , DistrictBasti , 6 , 1
HH2406T , DistrictSantKabirNagar , 2 , 205
HH2406T , DistrictSantKabirNagar , 865 , 273
HH2406T , DistrictSantKabirNagar , 1 , 129
HH2406T , DistrictSantKabirNagar , 211 , 38
HH2406T , DistrictSantKabirNagar , 2 , 015
HH2406T , DistrictSantKabirNagar , 716 , 241
HH2406T , DistrictSantKabirNagar , 1 , 089
HH2406T , DistrictSantKabirNagar , 210 , 38
HH2406T , DistrictSantKabirNagar , 190 , 42
HH2406T , DistrictSantKabirNagar , 149 , 32
HH2406T , DistrictSantKabirNagar , 40 , 10
HH2406T , DistrictSantKabirNagar , 1 , 
HH2406T , DistrictMahrajganj , 7 , 299
HH2406T , DistrictMahrajganj , 3 , 145
HH2406T , DistrictMahrajganj , 3 , 428
HH2406T , DistrictMahrajganj , 726 , 229
HH2406T , DistrictMahrajganj , 6 , 537
HH2406T , DistrictMahrajganj , 2 , 648
HH2406T , DistrictMahrajganj , 3 , 218
HH2406T , DistrictMahrajganj , 671 , 199
HH2406T , DistrictMahrajganj , 762 , 369
HH2406T , DistrictMahrajganj , 497 , 305
HH2406T , DistrictMahrajganj , 210 , 34
HH2406T , DistrictMahrajganj , 55 , 30
HH2406T , DistrictGorakhpur , 10 , 484
HH2406T , DistrictGorakhpur , 5 , 899
HH2406T , DistrictGorakhpur , 3 , 946
HH2406T , DistrictGorakhpur , 639 , 147
HH2406T , DistrictGorakhpur , 7 , 553
HH2406T , DistrictGorakhpur , 3 , 484
HH2406T , DistrictGorakhpur , 3 , 487
HH2406T , DistrictGorakhpur , 582 , 136
HH2406T , DistrictGorakhpur , 2 , 931
HH2406T , DistrictGorakhpur , 2 , 415
HH2406T , DistrictGorakhpur , 459 , 220
HH2406T , DistrictGorakhpur , 57 , 11
HH2406T , DistrictKushinagar , 5 , 164
HH2406T , DistrictKushinagar , 2 , 345
HH2406T , DistrictKushinagar , 2 , 166
HH2406T , DistrictKushinagar , 653 , 90
HH2406T , DistrictKushinagar , 4 , 975
HH2406T , DistrictKushinagar , 2 , 234
HH2406T , DistrictKushinagar , 2 , 105
HH2406T , DistrictKushinagar , 636 , 88
HH2406T , DistrictKushinagar , 189 , 55
HH2406T , DistrictKushinagar , 111 , 36
HH2406T , DistrictKushinagar , 61 , 17
HH2406T , DistrictKushinagar , 17 , 2
HH2406T , DistrictDeoria , 22 , 471
HH2406T , DistrictDeoria , 11 , 842
HH2406T , DistrictDeoria , 8 , 799
HH2406T , DistrictDeoria , 1 , 830
HH2406T , DistrictDeoria , 20 , 904
HH2406T , DistrictDeoria , 10 , 625
HH2406T , DistrictDeoria , 8 , 501
HH2406T , DistrictDeoria , 1 , 778
HH2406T , DistrictDeoria , 1 , 567
HH2406T , DistrictDeoria , 1 , 217
HH2406T , DistrictDeoria , 298 , 78
HH2406T , DistrictDeoria , 52 , 6
HH2406T , DistrictAzamgarh , 7 , 646
HH2406T , DistrictAzamgarh , 2 , 801
HH2406T , DistrictAzamgarh , 3 , 871
HH2406T , DistrictAzamgarh , 974 , 142
HH2406T , DistrictAzamgarh , 7 , 132
HH2406T , DistrictAzamgarh , 2 , 432
HH2406T , DistrictAzamgarh , 3 , 747
HH2406T , DistrictAzamgarh , 953 , 131
HH2406T , DistrictAzamgarh , 514 , 157
HH2406T , DistrictAzamgarh , 369 , 115
HH2406T , DistrictAzamgarh , 124 , 31
HH2406T , DistrictAzamgarh , 21 , 11
HH2406T , DistrictMau , 6 , 945
HH2406T , DistrictMau , 4 , 028
HH2406T , DistrictMau , 2 , 349
HH2406T , DistrictMau , 568 , 30
HH2406T , DistrictMau , 5 , 384
HH2406T , DistrictMau , 2 , 768
HH2406T , DistrictMau , 2 , 120
HH2406T , DistrictMau , 496 , 17
HH2406T , DistrictMau , 1 , 561
HH2406T , DistrictMau , 1 , 260
HH2406T , DistrictMau , 229 , 27
HH2406T , DistrictMau , 72 , 13
HH2406T , DistrictBallia , 22 , 547
HH2406T , DistrictBallia , 13 , 838
HH2406T , DistrictBallia , 6 , 119
HH2406T , DistrictBallia , 2 , 590
HH2406T , DistrictBallia , 20 , 325
HH2406T , DistrictBallia , 12 , 187
HH2406T , DistrictBallia , 5 , 742
HH2406T , DistrictBallia , 2 , 396
HH2406T , DistrictBallia , 2 , 222
HH2406T , DistrictBallia , 1 , 651
HH2406T , DistrictBallia , 377 , 86
HH2406T , DistrictBallia , 194 , 18
HH2406T , DistrictJaunpur , 9 , 691
HH2406T , DistrictJaunpur , 2 , 414
HH2406T , DistrictJaunpur , 5 , 585
HH2406T , DistrictJaunpur , 1 , 692
HH2406T , DistrictJaunpur , 8 , 918
HH2406T , DistrictJaunpur , 1 , 958
HH2406T , DistrictJaunpur , 5 , 398
HH2406T , DistrictJaunpur , 1 , 562
HH2406T , DistrictJaunpur , 773 , 446
HH2406T , DistrictJaunpur , 456 , 341
HH2406T , DistrictJaunpur , 187 , 81
HH2406T , DistrictJaunpur , 130 , 24
HH2406T , DistrictGhazipur , 11 , 658
HH2406T , DistrictGhazipur , 4 , 219
HH2406T , DistrictGhazipur , 4 , 818
HH2406T , DistrictGhazipur , 2 , 621
HH2406T , DistrictGhazipur , 10 , 887
HH2406T , DistrictGhazipur , 3 , 670
HH2406T , DistrictGhazipur , 4 , 683
HH2406T , DistrictGhazipur , 2 , 534
HH2406T , DistrictGhazipur , 771 , 332
HH2406T , DistrictGhazipur , 549 , 313
HH2406T , DistrictGhazipur , 135 , 15
HH2406T , DistrictGhazipur , 87 , 4
HH2406T , DistrictChandauli , 2 , 663
HH2406T , DistrictChandauli , 1 , 008
HH2406T , DistrictChandauli , 977 , 92
HH2406T , DistrictChandauli , 678 , 24
HH2406T , DistrictChandauli , 1 , 822
HH2406T , DistrictChandauli , 392 , 91
HH2406T , DistrictChandauli , 810 , 51
HH2406T , DistrictChandauli , 620 , 18
HH2406T , DistrictChandauli , 841 , 421
HH2406T , DistrictChandauli , 616 , 374
HH2406T , DistrictChandauli , 167 , 41
HH2406T , DistrictChandauli , 58 , 6
HH2406T , DistrictVaranasi , 9 , 986
HH2406T , DistrictVaranasi , 5 , 601
HH2406T , DistrictVaranasi , 2 , 642
HH2406T , DistrictVaranasi , 1 , 743
HH2406T , DistrictVaranasi , 3 , 979
HH2406T , DistrictVaranasi , 909 , 137
HH2406T , DistrictVaranasi , 1 , 790
HH2406T , DistrictVaranasi , 1 , 280
HH2406T , DistrictVaranasi , 6 , 007
HH2406T , DistrictVaranasi , 4 , 692
HH2406T , DistrictVaranasi , 852 , 315
HH2406T , DistrictVaranasi , 463 , 49
HH2406T , DistrictSantRavidasNagarBhadohi , 2 , 811
HH2406T , DistrictSantRavidasNagarBhadohi , 510 , 121
HH2406T , DistrictSantRavidasNagarBhadohi , 1 , 549
HH2406T , DistrictSantRavidasNagarBhadohi , 752 , 43
HH2406T , DistrictSantRavidasNagarBhadohi , 2 , 520
HH2406T , DistrictSantRavidasNagarBhadohi , 388 , 36
HH2406T , DistrictSantRavidasNagarBhadohi , 1 , 448
HH2406T , DistrictSantRavidasNagarBhadohi , 684 , 36
HH2406T , DistrictSantRavidasNagarBhadohi , 291 , 128
HH2406T , DistrictSantRavidasNagarBhadohi , 122 , 85
HH2406T , DistrictSantRavidasNagarBhadohi , 101 , 36
HH2406T , DistrictSantRavidasNagarBhadohi , 68 , 7
HH2406T , DistrictMirzapur , 6 , 172
HH2406T , DistrictMirzapur , 1 , 165
HH2406T , DistrictMirzapur , 2 , 903
HH2406T , DistrictMirzapur , 2 , 104
HH2406T , DistrictMirzapur , 5 , 009
HH2406T , DistrictMirzapur , 548 , 36
HH2406T , DistrictMirzapur , 2 , 501
HH2406T , DistrictMirzapur , 1 , 960
HH2406T , DistrictMirzapur , 1 , 163
HH2406T , DistrictMirzapur , 617 , 439
HH2406T , DistrictMirzapur , 402 , 149
HH2406T , DistrictMirzapur , 144 , 12
HH2406T , DistrictSonbhadra , 69 , 272
HH2406T , DistrictSonbhadra , 4 , 256
HH2406T , DistrictSonbhadra , 36 , 227
HH2406T , DistrictSonbhadra , 28 , 789
HH2406T , DistrictSonbhadra , 66 , 182
HH2406T , DistrictSonbhadra , 2 , 930
HH2406T , DistrictSonbhadra , 35 , 251
HH2406T , DistrictSonbhadra , 28 , 001
HH2406T , DistrictSonbhadra , 3 , 090
HH2406T , DistrictSonbhadra , 1 , 326
HH2406T , DistrictSonbhadra , 976 , 149
HH2406T , DistrictSonbhadra , 788 , 85
HH2406T , DistrictEtah , 2 , 382
HH2406T , DistrictEtah , 1 , 142
HH2406T , DistrictEtah , 911 , 209
HH2406T , DistrictEtah , 329 , 56
HH2406T , DistrictEtah , 1 , 725
HH2406T , DistrictEtah , 663 , 364
HH2406T , DistrictEtah , 777 , 188
HH2406T , DistrictEtah , 285 , 52
HH2406T , DistrictEtah , 657 , 185
HH2406T , DistrictEtah , 479 , 160
HH2406T , DistrictEtah , 134 , 21
HH2406T , DistrictEtah , 44 , 4
HH2406T , DistrictKanshiramNagar , 1 , 760
HH2406T , DistrictKanshiramNagar , 1 , 185
HH2406T , DistrictKanshiramNagar , 438 , 97
HH2406T , DistrictKanshiramNagar , 137 , 30
HH2406T , DistrictKanshiramNagar , 1 , 187
HH2406T , DistrictKanshiramNagar , 744 , 185
HH2406T , DistrictKanshiramNagar , 335 , 63
HH2406T , DistrictKanshiramNagar , 108 , 20
HH2406T , DistrictKanshiramNagar , 573 , 277
HH2406T , DistrictKanshiramNagar , 441 , 233
HH2406T , DistrictKanshiramNagar , 103 , 34
HH2406T , DistrictKanshiramNagar , 29 , 10
